y,collegeDegree,female,age,homeOwn,govt,length,id,aboveav
Fairly High,1,0,36,No,No,60.70000076293945,95,1
Fairly High,1,1,72,Yes,No,137.02999877929688,6,1
Fairly High,1,0,45,Yes,No,81.66999816894531,16,1
Very High,1,0,58,Yes,No,67,81,1
Very High,1,1,50,Yes,No,102.2300033569336,81,1
Fairly High,1,1,45,Yes,No,61.16999816894531,81,1
Average,0,1,65,Yes,No,51.779998779296875,81,0
Very High,1,0,50,Yes,Yes,68.8499984741211,81,1
Very High,1,0,37,No,No,57.619998931884766,28,1
Very Low,0,1,50,Yes,No,35.33000183105469,28,0
Fairly Low,0,1,57,Yes,No,74.529998779296875,48,0
Average,0,0,49,Yes,No,41.470001220703125,28,0
Very High,1,1,41,Yes,No,79.75,80,1
Fairly Low,1,1,44,Yes,No,53.880001068115234,80,0
Fairly High,1,1,42,Yes,No,58.06999969482422,80,1
Fairly High,1,0,32,Yes,No,52.779998779296875,80,1
Average,1,1,31,Yes,Yes,61.68000030517578,80,0
Average,0,1,73,Yes,No,74.779998779296875,92,0
Average,0,1,44,No,No,88.470001220703125,4,0
Fairly High,1,1,37,Yes,No,50.93000030517578,4,1
Average,1,1,46,Yes,No,60.22999954223633,4,0
Fairly High,0,0,30,No,No,62.33000183105469,4,1
Fairly High,0,0,56,Yes,No,71.16999816894531,4,1
Very High,0,0,35,No,No,63.93000030517578,4,1
Average,1,1,34,No,No,56.16999816894531,4,0
Fairly Low,0,1,75,Yes,No,54.599998474121094,4,0
Fairly High,1,1,75,No,No,79.8499984741211,4,1
Average,1,0,48,Yes,No,65.5199966430664,4,0
Very High,1,0,62,Yes,No,73,18,1
Fairly Low,1,0,46,Yes,Yes,116.0999984741211,29,0
Fairly Low,1,1,44,No,No,63.77000045776367,53,0
Fairly High,1,0,33,Yes,No,47.95000076293945,53,1
Very High,1,0,34,No,No,63.27000045776367,53,1
Fairly High,0,0,61,No,No,50.95000076293945,53,1
Very Low,0,1,89,Yes,No,75.58000183105469,53,0
Fairly Low,1,1,28,Yes,No,67.4000015258789,53,0
Average,0,0,63,Yes,No,40.52000045776367,32,0
Average,0,0,27,No,No,32.869998931884766,32,0
Fairly Low,1,1,34,Yes,No,41.220001220703125,32,0
Fairly Low,0,1,41,No,No,43.54999923706055,28,0
Very High,0,0,50,Yes,No,41.47999954223633,28,1
Very High,1,1,48,Yes,Yes,34.099998474121094,28,1
Average,0,1,27,No,No,62.029998779296875,40,0
Average,0,1,36,No,No,66.08000183105469,40,0
Average,1,0,64,Yes,No,73.2300033569336,40,0
Fairly High,0,1,64,Yes,No,60.119998931884766,40,1
Very High,1,0,51,Yes,No,88.43000030517578,40,1
Average,0,0,68,Yes,No,52.650001525878906,40,0
Average,1,1,35,No,Yes,55.779998779296875,40,0
Average,0,0,60,No,No,70.5199966430664,40,0
Very Low,0,1,28,No,No,47.52000045776367,40,0
Very Low,1,0,26,No,No,67.08000183105469,40,0
Fairly Low,0,0,50,No,No,43.97999954223633,90,0
Very High,1,1,44,Yes,No,41.279998779296875,91,1
Average,0,1,42,No,No,67.62000274658203,84,0
Very High,1,1,56,No,No,69.5199966430664,84,1
Average,0,1,52,No,No,35.04999923706055,91,0
Very High,0,0,71,Yes,No,79.1500015258789,84,1
Very High,0,1,40,No,No,56.779998779296875,91,1
Very Low,0,1,26,Yes,No,56.47999954223633,71,0
Very High,1,0,37,No,Yes,64.81999969482422,22,1
Very High,1,0,55,Yes,No,95.0199966430664,22,1
Very High,0,1,73,Yes,No,51.380001068115234,22,1
Fairly Low,0,1,39,No,No,47.16999816894531,22,0
Very High,1,0,43,Yes,No,50.79999923706055,22,1
Average,0,0,21,No,No,50.54999923706055,22,0
Average,0,0,32,Yes,No,46.43000030517578,82,0
Average,1,1,53,Yes,No,69.1500015258789,82,0
Very High,1,0,39,No,Yes,44.02000045776367,72,1
Very High,1,1,60,Yes,No,104.2699966430664,100,1
Very High,1,0,50,Yes,No,68.9000015258789,100,1
Average,0,0,45,Yes,No,133.42999267578125,100,0
Fairly High,0,1,37,Yes,No,49.119998931884766,70,1
Very High,0,1,51,Yes,Yes,59,92,1
Very High,1,1,48,Yes,Yes,43.72999954223633,92,1
Average,0,1,79,No,No,41.22999954223633,92,0
Average,0,1,44,No,No,53.43000030517578,70,0
Fairly Low,0,0,30,No,Yes,63.970001220703125,70,0
Fairly Low,0,0,24,Yes,No,64.05000305175781,6,0
Fairly High,1,0,49,Yes,No,78.4800033569336,6,1
Fairly Low,0,1,80,Yes,No,49.04999923706055,6,0
Fairly Low,0,1,19,No,No,47.45000076293945,6,0
Very High,0,0,40,Yes,No,90.43000030517578,6,1
Fairly Low,0,1,71,Yes,No,53.52000045776367,6,0
Very High,1,1,36,Yes,No,76.970001220703125,6,1
Average,0,1,22,No,No,70.31999969482422,42,0
Fairly High,1,0,43,Yes,No,59.720001220703125,42,1
Very High,1,1,28,No,No,61.22999954223633,17,1
Fairly Low,0,0,50,Yes,No,55.79999923706055,21,0
Fairly High,0,0,38,Yes,No,82.62999725341797,17,1
Very Low,0,1,20,Yes,No,41.43000030517578,21,0
Average,0,0,53,Yes,No,69.93000030517578,21,0
Fairly High,1,1,78,Yes,No,82.91999816894531,42,1
Fairly High,0,0,85,No,No,75.720001220703125,42,1
Fairly Low,0,0,22,No,No,58.650001525878906,75,0
Fairly Low,0,1,68,Yes,No,64.43000030517578,75,0
Fairly Low,1,1,51,No,No,108.8499984741211,75,0
Fairly High,0,1,23,Yes,No,52.470001220703125,42,1
Average,1,1,35,Yes,No,100.25,14,0
Fairly High,1,1,51,Yes,No,44.29999923706055,63,1
Fairly High,0,1,46,No,No,50.900001525878906,59,1
Fairly High,0,0,37,No,No,82.37000274658203,59,1
Average,0,0,54,Yes,No,53.400001525878906,8,0
Fairly High,1,0,56,Yes,No,38.97999954223633,8,1
Fairly High,1,0,39,Yes,No,72.8499984741211,16,1
Average,0,1,57,Yes,No,107.87000274658203,16,0
Average,1,1,35,No,No,52.400001525878906,64,0
Fairly Low,0,1,65,Yes,No,45.099998474121094,6,0
Very High,1,0,55,Yes,No,80.12999725341797,6,1
Very High,0,0,23,No,No,59.75,6,1
Fairly Low,1,1,24,No,Yes,46.369998931884766,6,0
Average,1,0,30,No,No,53,16,0
Very Low,0,1,34,Yes,No,47.279998779296875,16,0
Very High,1,1,57,No,No,55.869998931884766,38,1
Average,1,1,27,Yes,No,145.8699951171875,10,0
Fairly Low,0,0,37,Yes,No,55.779998779296875,10,0
Fairly High,1,0,42,No,No,58.400001525878906,10,1
Fairly High,1,1,46,Yes,No,52.150001525878906,98,1
Fairly High,0,1,55,Yes,No,68.62999725341797,67,1
Fairly Low,1,1,54,Yes,No,50.900001525878906,94,0
Fairly High,1,0,63,Yes,No,63.81999969482422,94,1
Very High,1,1,69,Yes,No,100.44999694824219,94,1
Average,1,1,63,Yes,No,78.029998779296875,94,0
Very High,0,0,47,Yes,No,92.87000274658203,94,1
Fairly High,1,1,29,No,No,44.18000030517578,72,1
Fairly Low,1,1,25,No,No,49.279998779296875,78,0
Fairly High,1,0,54,Yes,No,52.349998474121094,78,1
Very High,1,1,27,No,No,25.579999923706055,91,1
Fairly Low,0,0,54,No,No,65.83000183105469,22,0
Average,0,0,43,No,No,34.650001525878906,22,0
Very Low,0,1,20,Yes,No,41.599998474121094,22,0
Average,0,0,48,Yes,No,43.54999923706055,22,0
Average,1,1,63,Yes,No,50.68000030517578,22,0
Very High,1,0,40,No,No,57.599998474121094,22,1
Average,1,1,22,Yes,No,53.16999816894531,92,0
Fairly High,1,1,40,No,No,41.70000076293945,22,1
Fairly High,1,0,62,Yes,No,90.529998779296875,82,1
Fairly High,0,1,20,Yes,No,103.83000183105469,85,1
Fairly High,0,0,48,No,No,101.77999877929688,48,1
Fairly High,1,0,34,Yes,No,76.58000183105469,98,1
Fairly High,0,0,55,No,No,98.93000030517578,76,1
Fairly High,1,0,48,Yes,No,47.369998931884766,89,1
Average,0,0,58,Yes,No,45.650001525878906,95,0
Average,0,0,20,No,No,49.06999969482422,95,0
Average,0,0,50,Yes,No,58.97999954223633,21,0
Average,0,0,36,Yes,No,66,21,0
Fairly Low,0,1,93,Yes,No,59.68000030517578,21,0
Very High,0,0,49,Yes,No,46.849998474121094,21,1
Very High,0,1,56,Yes,No,80.5,89,1
Fairly Low,0,1,61,Yes,No,87.69999694824219,89,0
Fairly High,0,1,64,Yes,No,92.69999694824219,89,1
Very Low,0,0,59,Yes,No,95.66999816894531,43,0
Fairly High,1,1,90,Yes,No,131.3800048828125,43,1
Fairly Low,0,1,32,Yes,Yes,63.650001525878906,43,0
Fairly High,0,1,49,Yes,No,69.0199966430664,43,1
Very High,1,1,53,Yes,No,98.91999816894531,43,1
Very Low,0,1,65,No,No,53.25,51,0
Very Low,0,1,40,No,No,55,51,0
Average,0,1,35,No,No,46.119998931884766,51,0
Fairly Low,0,1,73,Yes,No,84.80000305175781,51,0
Fairly High,0,0,60,Yes,No,78.58000183105469,25,1
Average,0,0,84,Yes,No,67.31999969482422,5,0
Average,0,1,37,Yes,No,42,5,0
Fairly Low,1,1,27,Yes,No,49.68000030517578,5,0
Average,0,0,39,No,No,41.779998779296875,109,0
Very High,1,0,42,Yes,No,94.2300033569336,6,1
Very High,1,0,37,No,No,76.68000030517578,6,1
Fairly Low,0,1,60,No,No,66.87000274658203,61,0
Fairly Low,0,0,71,Yes,No,42.33000183105469,109,0
Average,1,0,38,No,No,48.31999969482422,109,0
Average,1,1,42,Yes,No,39.08000183105469,109,0
Average,1,1,33,Yes,No,39.52000045776367,109,0
Fairly Low,0,0,28,Yes,No,45.900001525878906,109,0
Fairly Low,0,1,29,No,No,39,109,0
Fairly Low,0,1,67,Yes,No,50.5,109,0
Fairly Low,0,0,32,Yes,No,40.41999816894531,109,0
Average,1,1,47,No,Yes,56.52000045776367,109,0
Average,1,1,33,Yes,No,46.47999954223633,109,0
Very Low,0,0,83,No,No,36.43000030517578,109,0
Average,0,1,36,No,No,45.43000030517578,109,0
Average,1,1,40,Yes,No,41.04999923706055,109,0
Fairly Low,1,1,38,No,No,54.43000030517578,109,0
Average,0,1,41,Yes,Yes,43.81999969482422,109,0
Fairly High,0,1,45,Yes,No,40.349998474121094,109,1
Average,0,1,63,Yes,No,49.099998474121094,109,0
Fairly Low,0,0,50,Yes,No,42.630001068115234,109,0
Average,0,1,88,No,No,70.2699966430664,109,0
Very High,0,1,79,Yes,No,65.08000183105469,92,1
Very Low,0,1,29,No,No,36.380001068115234,92,0
Very High,1,0,57,Yes,No,76.81999969482422,6,1
Fairly Low,0,0,69,No,No,65.029998779296875,110,0
Average,0,0,39,No,Yes,47.83000183105469,109,0
Average,0,0,27,Yes,Yes,50.83000183105469,109,0
Fairly Low,0,1,60,No,No,54.93000030517578,110,0
Fairly Low,1,1,31,Yes,No,68.75,4,0
Average,0,0,65,Yes,No,68.81999969482422,88,0
Fairly Low,0,0,38,No,No,72.029998779296875,70,0
Fairly High,1,0,55,Yes,No,64.6500015258789,9,1
Fairly High,1,0,53,Yes,Yes,46.41999816894531,44,1
Average,0,1,43,Yes,No,44.970001220703125,78,0
Average,0,1,73,Yes,No,84.81999969482422,78,0
Average,0,1,53,Yes,No,78.8499984741211,61,0
Very High,0,0,61,Yes,No,53.75,25,1
Fairly Low,0,1,59,Yes,No,57.279998779296875,18,0
Average,0,0,57,Yes,No,41.869998931884766,34,0
Fairly Low,0,1,56,Yes,No,38,34,0
Fairly High,1,0,28,No,Yes,76.37999725341797,34,1
Average,1,1,53,Yes,No,52.099998474121094,34,0
Average,0,0,29,Yes,No,55.33000183105469,34,0
Fairly Low,0,0,45,Yes,No,53.33000183105469,34,0
Fairly Low,0,0,38,Yes,No,63.5,34,0
Fairly High,1,0,37,Yes,No,56.849998474121094,21,1
Fairly High,1,1,48,No,No,47.22999954223633,22,1
Fairly High,1,0,47,Yes,No,58.650001525878906,7,1
Fairly High,1,0,35,No,No,77.75,7,1
Fairly High,1,1,42,Yes,Yes,48.56999969482422,7,1
Very High,0,0,44,No,No,72.31999969482422,17,1
Fairly Low,0,1,58,Yes,No,61.849998474121094,17,0
Fairly High,0,1,49,Yes,No,57.31999969482422,111,1
Average,1,0,32,Yes,No,72.80000305175781,67,0
Very High,0,0,68,Yes,No,92.93000030517578,67,1
Fairly Low,0,1,39,Yes,No,58.58000183105469,67,0
Average,0,1,41,No,No,76.05000305175781,67,0
Average,0,0,40,No,No,61.220001220703125,67,0
Fairly Low,0,1,22,No,No,103.9000015258789,67,0
Fairly High,1,1,76,No,No,79.220001220703125,67,1
Average,1,1,44,No,Yes,56.400001525878906,84,0
Very High,1,0,49,Yes,No,57.08000183105469,111,1
Very High,0,0,68,Yes,No,115.25,111,1
Fairly High,0,1,31,No,Yes,59.04999923706055,111,1
Very High,0,0,68,Yes,Yes,70.87999725341797,111,1
Very High,1,0,60,Yes,No,84.05000305175781,111,1
Very High,1,0,32,No,No,59.20000076293945,111,1
Average,1,1,32,Yes,Yes,55.119998931884766,111,0
Fairly High,0,0,23,No,No,63.95000076293945,111,1
Fairly High,0,0,32,No,Yes,56.220001220703125,111,1
Very Low,0,0,45,No,No,39.22999954223633,111,0
Fairly Low,0,0,66,Yes,No,19,110,0
Fairly High,1,1,25,No,No,61.02000045776367,111,1
Fairly High,0,1,75,Yes,No,98.30000305175781,14,1
Fairly High,1,1,NA,Yes,No,55.369998931884766,110,1
Fairly High,1,1,44,No,No,39.93000030517578,110,1
Fairly High,1,1,30,Yes,No,63.41999816894531,110,1
Fairly High,1,1,49,Yes,Yes,56.599998474121094,110,1
Fairly Low,0,0,50,Yes,No,65,110,0
Fairly High,1,0,29,Yes,No,73.720001220703125,56,1
Average,1,1,27,Yes,No,49.029998779296875,56,0
Average,0,1,55,Yes,No,116.55000305175781,56,0
Very High,0,0,45,Yes,No,65.06999969482422,56,1
Fairly High,1,0,78,Yes,No,94.31999969482422,92,1
Fairly Low,0,1,55,No,No,44.400001525878906,92,0
Very High,0,1,42,Yes,No,28.8799991607666,91,1
Very High,1,1,42,No,No,37.58000183105469,91,1
Fairly High,0,1,47,No,No,37.599998474121094,91,1
Fairly High,0,0,45,No,No,39.349998474121094,91,1
Very High,0,0,28,Yes,No,63.79999923706055,49,1
Fairly Low,0,0,42,Yes,No,42.72999954223633,49,0
Very High,0,0,39,Yes,No,87.80000305175781,49,1
Very High,1,0,39,Yes,No,55.43000030517578,49,1
Fairly High,0,1,33,Yes,No,75,49,1
Very High,0,1,20,No,No,62.18000030517578,49,1
Very High,1,1,72,Yes,No,94.06999969482422,49,1
Very High,0,0,22,Yes,No,63.70000076293945,49,1
Very High,0,0,34,Yes,No,70.55000305175781,49,1
Very High,0,0,34,Yes,No,69.12999725341797,49,1
Very High,0,0,32,Yes,No,98.80000305175781,49,1
Very High,0,0,42,Yes,No,78.18000030517578,49,1
Fairly Low,0,1,40,No,No,74.3499984741211,89,0
Very Low,1,0,39,Yes,No,44.52000045776367,4,0
Average,0,1,74,Yes,No,65.279998779296875,112,0
Very High,1,0,36,No,No,53.93000030517578,4,1
Fairly Low,0,1,73,Yes,No,53.54999923706055,4,0
Average,1,0,36,Yes,No,74.12000274658203,4,0
Fairly Low,0,1,39,Yes,No,51.77000045776367,4,0
Fairly Low,0,0,42,No,No,54.04999923706055,4,0
Average,1,1,56,Yes,No,71.31999969482422,4,0
Very High,1,1,28,No,No,60.31999969482422,4,1
Fairly Low,1,1,41,Yes,No,53.130001068115234,4,0
Fairly High,0,0,38,No,No,59.45000076293945,4,1
Fairly Low,1,0,33,No,Yes,77.970001220703125,4,0
Average,0,1,78,No,No,87.75,4,0
Average,1,0,57,Yes,No,56.27000045776367,4,0
Fairly Low,0,0,58,No,No,94.62999725341797,46,0
Average,0,0,56,Yes,No,79.43000030517578,46,0
Average,1,0,44,Yes,No,106.55000305175781,89,0
Average,0,1,88,No,No,50.97999954223633,38,0
Fairly Low,0,1,28,No,No,61.119998931884766,38,0
Fairly High,1,1,28,No,No,47.970001220703125,113,1
Average,1,0,23,No,No,67.529998779296875,113,0
Fairly High,1,1,36,No,No,50.18000030517578,114,1
Fairly High,1,1,70,Yes,No,103.68000030517578,114,1
Very High,0,0,45,No,No,78.1500015258789,114,1
Average,1,1,47,Yes,No,57.099998474121094,114,0
Average,0,0,46,No,No,53.5,114,0
Fairly High,1,1,37,Yes,No,50.47999954223633,115,1
Average,0,0,84,Yes,No,66.75,115,0
Very Low,0,1,38,No,No,57.650001525878906,115,0
Fairly Low,0,1,20,No,No,45.369998931884766,115,0
Average,1,0,36,No,No,61.650001525878906,60,0
Fairly High,1,0,48,Yes,No,67.220001220703125,60,1
Very High,0,1,51,Yes,No,44.02000045776367,104,1
Average,0,1,52,No,Yes,44.66999816894531,104,0
Fairly Low,0,0,31,Yes,No,127.2300033569336,14,0
Average,0,1,58,Yes,No,98.5,14,0
Average,0,0,23,No,No,81.25,14,0
Very High,1,1,36,Yes,No,59.52000045776367,104,1
Fairly High,0,1,73,Yes,No,91.80000305175781,104,1
Average,0,1,62,Yes,No,55.52000045776367,61,0
